Time,IP,MAC,Device,Score
2025-05-30 17:44:57.048519,192.168.0.1,60:83:e7:e0:57:4a,30
2025-05-30 17:44:57.048682,192.168.0.92,80:fa:5b:49:b7:4a,60
2025-05-30 17:44:57.048813,192.168.0.36,b8:4d:43:d1:8c:5a,0
2025-05-30 17:44:57.048958,192.168.0.236,44:27:45:46:b1:7a,30
